2013-14 State, District, School Level EOG and EOC Report								
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.								
Results are blank or excluded from the file if the denominator is less than 5 scores or students.								
College & Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above								
								
Note:  Filter applied to all columns headers.  For sorting or filtering, click on the down arrow.								
District Name	School Name	School Code	Subject	Percent Level 1	Percent Level 2	Percent Level 3	Percent Level 4	Percent Level 5
Alamance-Burlington Schools	Hawfields Middle	010353	Science Grade 8	11.8	10.6	5.5	53.3	18.8
Alamance-Burlington Schools	Hawfields Middle	010353	All EOC	<5	7.4	13.0	64.8	14.8
Alamance-Burlington Schools	Hawfields Middle	010353	Math I	<5	7.4	13.0	64.8	14.8
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	All Subjects	42.3	31.1	9.8	14.7	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	All EOG	42.3	31.1	9.8	14.7	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	EOG Grade 3	42.7	26.4	12.6	16.7	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	EOG Grade 4	40.2	29.9	8.6	20.1	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	EOG Grade 5	43.0	35.1	8.5	10.5	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	All Reading	46.9	25.3	9.0	17.3	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	Reading Grade 3	44.7	22.0	12.2	19.5	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	Reading Grade 4	42.5	27.6	6.9	21.8	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	Reading Grade 5	52.6	27.2	7.0	11.4	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	All Math	38.0	36.1	9.3	13.9	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	Math Grade 3	40.7	30.9	13.0	13.8	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	Math Grade 4	37.9	32.2	10.3	18.4	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	Math Grade 5	35.1	44.7	<5	10.5	5.3
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	All Science	41.2	33.3	14.0	9.6	<5
Alamance-Burlington Schools	Harvey R Newlin Elementary	010354	Science Grade 5	41.2	33.3	14.0	9.6	<5
Alamance-Burlington Schools	Haw River Elementary	010357	All Subjects	43.8	23.2	9.8	18.9	<5
Alamance-Burlington Schools	Haw River Elementary	010357	All EOG	43.8	23.2	9.8	18.9	<5
Alamance-Burlington Schools	Haw River Elementary	010357	EOG Grade 3	36.7	19.3	12.7	24.7	6.7
Alamance-Burlington Schools	Haw River Elementary	010357	EOG Grade 4	55.0	22.1	7.9	15.0	<5
Alamance-Burlington Schools	Haw River Elementary	010357	EOG Grade 5	41.6	26.5	9.1	17.4	5.5
Alamance-Burlington Schools	Haw River Elementary	010357	All Reading	49.5	19.7	8.3	19.7	<5
Alamance-Burlington Schools	Haw River Elementary	010357	Reading Grade 3	38.7	20.0	9.3	25.3	6.7
Alamance-Burlington Schools	Haw River Elementary	010357	Reading Grade 4	57.1	18.6	8.6	15.7	<5
Alamance-Burlington Schools	Haw River Elementary	010357	Reading Grade 5	53.4	20.5	6.8	17.8	<5
Alamance-Burlington Schools	Haw River Elementary	010357	All Math	42.7	23.4	8.7	17.9	7.3
Alamance-Burlington Schools	Haw River Elementary	010357	Math Grade 3	34.7	18.7	16.0	24.0	6.7
Alamance-Burlington Schools	Haw River Elementary	010357	Math Grade 4	52.9	25.7	7.1	14.3	<5
Alamance-Burlington Schools	Haw River Elementary	010357	Math Grade 5	41.1	26.0	<5	15.1	15.1
Alamance-Burlington Schools	Haw River Elementary	010357	All Science	30.1	32.9	17.8	19.2	<5
Alamance-Burlington Schools	Haw River Elementary	010357	Science Grade 5	30.1	32.9	17.8	19.2	<5
Alamance-Burlington Schools	Hillcrest Elementary	010358	All Subjects	30.1	25.6	10.5	24.5	9.2
Alamance-Burlington Schools	Hillcrest Elementary	010358	All EOG	30.1	25.6	10.5	24.5	9.2
Alamance-Burlington Schools	Hillcrest Elementary	010358	EOG Grade 3	33.8	18.3	12.7	24.6	10.6
Alamance-Burlington Schools	Hillcrest Elementary	010358	EOG Grade 4	35.3	27.9	7.4	22.1	7.4
Alamance-Burlington Schools	Hillcrest Elementary	010358	EOG Grade 5	25.7	28.3	10.9	25.7	9.4
Alamance-Burlington Schools	Hillcrest Elementary	010358	All Reading	33.8	25.1	8.2	23.8	9.1
Alamance-Burlington Schools	Hillcrest Elementary	010358	Reading Grade 3	38.0	18.3	7.0	26.8	9.9
Alamance-Burlington Schools	Hillcrest Elementary	010358	Reading Grade 4	33.8	27.9	7.4	25.0	5.9
Alamance-Burlington Schools	Hillcrest Elementary	010358	Reading Grade 5	30.4	28.3	9.8	20.7	10.9
Alamance-Burlington Schools	Hillcrest Elementary	010358	All Math	29.4	28.6	10.0	22.1	10.0
Alamance-Burlington Schools	Hillcrest Elementary	010358	Math Grade 3	29.6	18.3	18.3	22.5	11.3
Alamance-Burlington Schools	Hillcrest Elementary	010358	Math Grade 4	36.8	27.9	7.4	19.1	8.8
Alamance-Burlington Schools	Hillcrest Elementary	010358	Math Grade 5	23.9	37.0	5.4	23.9	9.8
Alamance-Burlington Schools	Hillcrest Elementary	010358	All Science	22.8	19.6	17.4	32.6	7.6
Alamance-Burlington Schools	Hillcrest Elementary	010358	Science Grade 5	22.8	19.6	17.4	32.6	7.6
Alamance-Burlington Schools	Hugh M Cummings High	010360	All Subjects	30.7	26.7	12.7	27.9	<5
Alamance-Burlington Schools	Hugh M Cummings High	010360	All EOC	30.7	26.7	12.7	27.9	<5
Alamance-Burlington Schools	Hugh M Cummings High	010360	Math I	31.1	21.4	16.8	29.0	<5
Alamance-Burlington Schools	Hugh M Cummings High	010360	Biology	22.2	36.5	9.4	28.6	<5
Alamance-Burlington Schools	Hugh M Cummings High	010360	English II	37.6	23.6	11.4	26.2	<5
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	All Subjects	12.7	16.3	11.1	39.2	20.7
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	All EOG	12.7	16.3	11.1	39.2	20.7
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	EOG Grade 3	10.2	9.1	10.2	46.2	24.2
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	EOG Grade 4	13.7	20.8	12.5	33.3	19.6
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	EOG Grade 5	14.0	18.9	10.8	37.8	18.5
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	All Reading	12.7	17.5	12.7	40.2	16.7
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	Reading Grade 3	11.8	9.7	10.8	43.0	24.7
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	Reading Grade 4	11.9	22.6	10.7	41.7	13.1
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	Reading Grade 5	14.9	21.6	17.6	35.1	10.8
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	All Math	13.5	17.9	10.0	36.7	21.9
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	Math Grade 3	8.6	8.6	9.7	49.5	23.7
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	Math Grade 4	15.5	19.0	14.3	25.0	26.2
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	Math Grade 5	17.6	28.4	5.4	33.8	14.9
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	All Science	9.5	6.8	9.5	44.6	29.7
Alamance-Burlington Schools	Marvin B Smith Elementary	010362	Science Grade 5	9.5	6.8	9.5	44.6	29.7
Alamance-Burlington Schools	North Graham Elementary	010364	All Subjects	32.8	31.5	9.2	22.8	<5
Alamance-Burlington Schools	North Graham Elementary	010364	All EOG	32.8	31.5	9.2	22.8	<5
Alamance-Burlington Schools	North Graham Elementary	010364	EOG Grade 3	22.7	30.0	12.7	30.9	<5
Alamance-Burlington Schools	North Graham Elementary	010364	EOG Grade 4	27.9	29.8	5.8	28.8	7.7
Alamance-Burlington Schools	North Graham Elementary	010364	EOG Grade 5	41.3	33.3	9.0	14.8	<5
Alamance-Burlington Schools	North Graham Elementary	010364	All Reading	33.5	29.4	12.9	21.2	<5
Alamance-Burlington Schools	North Graham Elementary	010364	Reading Grade 3	25.5	25.5	18.2	25.5	5.5
Alamance-Burlington Schools	North Graham Elementary	010364	Reading Grade 4	23.1	28.8	9.6	34.6	<5
Alamance-Burlington Schools	North Graham Elementary	010364	Reading Grade 5	49.2	33.3	11.1	6.3	<5
Alamance-Burlington Schools	North Graham Elementary	010364	All Math	28.2	34.7	5.3	25.9	5.9
Alamance-Burlington Schools	North Graham Elementary	010364	Math Grade 3	20.0	34.5	7.3	36.4	<5
Alamance-Burlington Schools	North Graham Elementary	010364	Math Grade 4	32.7	30.8	<5	23.1	11.5
Alamance-Burlington Schools	North Graham Elementary	010364	Math Grade 5	31.7	38.1	6.3	19.0	<5
Alamance-Burlington Schools	North Graham Elementary	010364	All Science	42.9	28.6	9.5	19.0	<5
Alamance-Burlington Schools	North Graham Elementary	010364	Science Grade 5	42.9	28.6	9.5	19.0	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	All Subjects	27.9	31.6	11.8	24.6	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	All EOG	27.9	31.6	11.8	24.6	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	EOG Grade 3	27.1	35.7	15.7	18.6	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	EOG Grade 4	32.8	29.3	12.1	22.4	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	EOG Grade 5	26.4	30.6	9.7	28.5	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	All Reading	31.3	25.9	15.2	25.0	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	Reading Grade 3	25.7	25.7	20.0	22.9	5.7
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	Reading Grade 4	31.0	20.7	17.2	31.0	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	Reading Grade 5	35.4	29.2	10.4	22.9	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	All Math	28.6	39.3	8.0	18.8	5.4
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	Math Grade 3	28.6	45.7	11.4	14.3	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	Math Grade 4	34.5	37.9	6.9	13.8	6.9
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	Math Grade 5	25.0	35.4	6.3	25.0	8.3
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	All Science	18.8	27.1	12.5	37.5	<5
Alamance-Burlington Schools	Pleasant Grove Elementary	010372	Science Grade 5	18.8	27.1	12.5	37.5	<5
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	All Subjects	26.0	33.9	12.2	22.5	5.4
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	All EOG	26.0	33.9	12.2	22.5	5.4
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	EOG Grade 3	18.6	32.4	16.0	26.1	6.9
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	EOG Grade 4	35.6	32.5	8.8	17.5	5.6
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	EOG Grade 5	25.5	35.6	11.8	22.9	<5
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	All Reading	37.0	29.3	14.9	16.3	<5
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	Reading Grade 3	26.6	28.7	18.1	21.3	5.3
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	Reading Grade 4	43.8	25.0	12.5	17.5	<5
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	Reading Grade 5	41.2	33.3	13.7	10.8	<5
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	All Math	17.0	38.8	8.3	26.4	9.4
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	Math Grade 3	10.6	36.2	13.8	30.9	8.5
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	Math Grade 4	27.5	40.0	5.0	17.5	10.0
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	Math Grade 5	14.7	40.2	5.9	29.4	9.8
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	All Science	20.6	33.3	15.7	28.4	<5
Alamance-Burlington Schools	R Homer Andrews Elementary	010374	Science Grade 5	20.6	33.3	15.7	28.4	<5
Alamance-Burlington Schools	Ray Street Academy	010378	All Subjects	72.0	19.0	<5	5.3	<5
Alamance-Burlington Schools	Ray Street Academy	010378	All EOG	72.9	17.1	<5	5.7	<5
Alamance-Burlington Schools	Ray Street Academy	010378	EOG Grade 5	93.3	<5	6.7	<5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	EOG Grade 6	87.5	12.5	<5	<5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	EOG Grade 7	57.7	30.8	<5	11.5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	EOG Grade 8	71.3	17.2	<5	5.7	<5
Alamance-Burlington Schools	Ray Street Academy	010378	All Reading	62.3	24.5	5.7	5.7	<5
Alamance-Burlington Schools	Ray Street Academy	010378	Reading Grade 5	80.0	<5	20.0	<5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	Reading Grade 7	46.2	38.5	<5	15.4	<5
Alamance-Burlington Schools	Ray Street Academy	010378	Reading Grade 8	62.1	24.1	6.9	<5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	All Math	84.9	13.2	<5	<5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	Math Grade 5	>95	<5	<5	<5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	Math Grade 7	69.2	23.1	<5	7.7	<5
Alamance-Burlington Schools	Ray Street Academy	010378	Math Grade 8	86.2	13.8	<5	<5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	All Science	70.6	11.8	5.9	11.8	<5
Alamance-Burlington Schools	Ray Street Academy	010378	Science Grade 5	>95	<5	<5	<5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	Science Grade 8	65.5	13.8	6.9	13.8	<5
Alamance-Burlington Schools	Ray Street Academy	010378	All EOC	69.4	24.5	<5	<5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	Math I	80.0	13.3	<5	6.7	<5
Alamance-Burlington Schools	Ray Street Academy	010378	Biology	66.7	26.7	6.7	<5	<5
Alamance-Burlington Schools	Ray Street Academy	010378	English II	63.2	31.6	<5	5.3	<5
Alamance-Burlington Schools	South Graham Elementary	010380	All Subjects	32.1	29.2	12.5	23.1	<5
Alamance-Burlington Schools	South Graham Elementary	010380	All EOG	32.1	29.2	12.5	23.1	<5
Alamance-Burlington Schools	South Graham Elementary	010380	EOG Grade 3	32.3	28.8	14.6	21.2	<5
Alamance-Burlington Schools	South Graham Elementary	010380	EOG Grade 4	37.3	31.9	9.6	19.3	<5
Alamance-Burlington Schools	South Graham Elementary	010380	EOG Grade 5	28.9	27.8	12.7	26.5	<5
Alamance-Burlington Schools	South Graham Elementary	010380	All Reading	35.5	24.7	14.0	21.1	<5
Alamance-Burlington Schools	South Graham Elementary	010380	Reading Grade 3	31.3	21.2	14.1	27.3	6.1
Alamance-Burlington Schools	South Graham Elementary	010380	Reading Grade 4	41.0	27.7	12.0	16.9	<5
Alamance-Burlington Schools	South Graham Elementary	010380	Reading Grade 5	35.1	25.8	15.5	18.6	5.2
Alamance-Burlington Schools	South Graham Elementary	010380	All Math	30.5	33.7	10.4	24.0	<5
Alamance-Burlington Schools	South Graham Elementary	010380	Math Grade 3	33.3	36.4	15.2	15.2	<5
Alamance-Burlington Schools	South Graham Elementary	010380	Math Grade 4	33.7	36.1	7.2	21.7	<5
Alamance-Burlington Schools	South Graham Elementary	010380	Math Grade 5	24.7	28.9	8.2	35.1	<5
Alamance-Burlington Schools	South Graham Elementary	010380	All Science	26.8	28.9	14.4	25.8	<5
Alamance-Burlington Schools	South Graham Elementary	010380	Science Grade 5	26.8	28.9	14.4	25.8	<5
Alamance-Burlington Schools	South Mebane Elementary	010384	All Subjects	14.2	14.2	9.7	39.4	22.6
Alamance-Burlington Schools	South Mebane Elementary	010384	All EOG	14.2	14.2	9.7	39.4	22.6
Alamance-Burlington Schools	South Mebane Elementary	010384	EOG Grade 3	13.1	15.7	10.1	36.9	24.2
Alamance-Burlington Schools	South Mebane Elementary	010384	EOG Grade 4	14.4	12.2	9.4	39.4	24.4
Alamance-Burlington Schools	South Mebane Elementary	010384	EOG Grade 5	14.8	14.4	9.5	41.3	20.1
Alamance-Burlington Schools	South Mebane Elementary	010384	All Reading	15.9	11.9	11.6	43.7	17.0
Alamance-Burlington Schools	South Mebane Elementary	010384	Reading Grade 3	15.2	12.1	8.1	45.5	19.2
Alamance-Burlington Schools	South Mebane Elementary	010384	Reading Grade 4	13.3	12.2	12.2	51.1	11.1
Alamance-Burlington Schools	South Mebane Elementary	010384	Reading Grade 5	19.3	11.4	14.8	34.1	20.5
Alamance-Burlington Schools	South Mebane Elementary	010384	All Math	14.4	15.5	7.6	33.6	28.9
Alamance-Burlington Schools	South Mebane Elementary	010384	Math Grade 3	11.1	19.2	12.1	28.3	29.3
Alamance-Burlington Schools	South Mebane Elementary	010384	Math Grade 4	15.6	12.2	6.7	27.8	37.8
Alamance-Burlington Schools	South Mebane Elementary	010384	Math Grade 5	17.0	14.8	<5	45.5	19.3
Alamance-Burlington Schools	South Mebane Elementary	010384	All Science	8.0	17.0	10.2	44.3	20.5
Alamance-Burlington Schools	South Mebane Elementary	010384	Science Grade 5	8.0	17.0	10.2	44.3	20.5
Alamance-Burlington Schools	Southern High	010388	All Subjects	24.6	23.5	10.8	35.2	5.9
Alamance-Burlington Schools	Southern High	010388	All EOC	24.6	23.5	10.8	35.2	5.9
Alamance-Burlington Schools	Southern High	010388	Math I	32.5	20.7	12.9	29.7	<5
Alamance-Burlington Schools	Southern High	010388	Biology	20.0	24.9	12.5	34.5	8.1
Alamance-Burlington Schools	Southern High	010388	English II	20.5	25.2	6.9	41.7	5.7
Alamance-Burlington Schools	Southern Middle	010390	All Subjects	23.5	23.1	9.6	33.4	10.4
Alamance-Burlington Schools	Southern Middle	010390	All EOG	24.7	24.4	9.7	31.4	9.9
Alamance-Burlington Schools	Southern Middle	010390	EOG Grade 6	21.3	24.3	10.5	33.3	10.6
Alamance-Burlington Schools	Southern Middle	010390	EOG Grade 7	25.5	26.0	9.0	26.6	12.9
Alamance-Burlington Schools	Southern Middle	010390	EOG Grade 8	26.2	23.4	9.6	33.2	7.6
Alamance-Burlington Schools	Southern Middle	010390	All Reading	19.9	28.5	10.9	31.6	9.1
Alamance-Burlington Schools	Southern Middle	010390	Reading Grade 6	16.7	29.3	11.8	34.2	8.0
Alamance-Burlington Schools	Southern Middle	010390	Reading Grade 7	19.2	28.0	11.1	30.3	11.4
Alamance-Burlington Schools	Southern Middle	010390	Reading Grade 8	23.5	28.2	9.9	30.6	7.8
Alamance-Burlington Schools	Southern Middle	010390	All Math	29.8	23.6	8.7	26.6	11.4
Alamance-Burlington Schools	Southern Middle	010390	Math Grade 6	25.9	19.4	9.1	32.3	13.3
Alamance-Burlington Schools	Southern Middle	010390	Math Grade 7	31.7	24.0	7.0	22.9	14.4
Alamance-Burlington Schools	Southern Middle	010390	Math Grade 8	31.6	26.9	9.9	24.8	6.8
Alamance-Burlington Schools	Southern Middle	010390	All Science	23.5	15.0	9.2	44.2	8.2
Alamance-Burlington Schools	Southern Middle	010390	Science Grade 8	23.5	15.0	9.2	44.2	8.2
Alamance-Burlington Schools	Southern Middle	010390	All EOC	<5	<5	8.0	67.9	19.6
Alamance-Burlington Schools	Southern Middle	010390	Math I	<5	<5	8.0	67.9	19.6
Alamance-Burlington Schools	Sylvan Elementary	010392	All Subjects	18.9	21.1	13.0	39.2	7.9
Alamance-Burlington Schools	Sylvan Elementary	010392	All EOG	18.9	21.1	13.0	39.2	7.9
Alamance-Burlington Schools	Sylvan Elementary	010392	EOG Grade 3	17.0	16.0	18.0	42.0	7.0
Alamance-Burlington Schools	Sylvan Elementary	010392	EOG Grade 4	26.3	25.4	14.0	26.3	7.9
Alamance-Burlington Schools	Sylvan Elementary	010392	EOG Grade 5	14.2	21.3	8.5	47.5	8.5
Alamance-Burlington Schools	Sylvan Elementary	010392	All Reading	23.4	19.5	13.0	38.3	5.8
Alamance-Burlington Schools	Sylvan Elementary	010392	Reading Grade 3	20.0	16.0	10.0	48.0	6.0
Alamance-Burlington Schools	Sylvan Elementary	010392	Reading Grade 4	28.1	21.1	17.5	28.1	5.3
Alamance-Burlington Schools	Sylvan Elementary	010392	Reading Grade 5	21.3	21.3	10.6	40.4	6.4
Alamance-Burlington Schools	Sylvan Elementary	010392	All Math	16.2	23.4	13.0	35.7	11.7
Alamance-Burlington Schools	Sylvan Elementary	010392	Math Grade 3	14.0	16.0	26.0	36.0	8.0
Alamance-Burlington Schools	Sylvan Elementary	010392	Math Grade 4	24.6	29.8	10.5	24.6	10.5
Alamance-Burlington Schools	Sylvan Elementary	010392	Math Grade 5	8.5	23.4	<5	48.9	17.0
Alamance-Burlington Schools	Sylvan Elementary	010392	All Science	12.8	19.1	12.8	53.2	<5
Alamance-Burlington Schools	Sylvan Elementary	010392	Science Grade 5	12.8	19.1	12.8	53.2	<5
Alamance-Burlington Schools	Turrentine Middle	010394	All Subjects	29.4	24.9	9.7	28.1	7.9
Alamance-Burlington Schools	Turrentine Middle	010394	All EOG	30.5	25.5	9.7	26.7	7.6
Alamance-Burlington Schools	Turrentine Middle	010394	EOG Grade 6	31.6	21.8	11.0	27.2	8.4
Alamance-Burlington Schools	Turrentine Middle	010394	EOG Grade 7	29.2	25.2	8.2	27.4	10.1
Alamance-Burlington Schools	Turrentine Middle	010394	EOG Grade 8	30.7	28.1	10.0	25.9	5.3
Alamance-Burlington Schools	Turrentine Middle	010394	All Reading	23.5	28.7	11.1	29.8	7.0
Alamance-Burlington Schools	Turrentine Middle	010394	Reading Grade 6	23.4	22.3	13.9	33.0	7.3
Alamance-Burlington Schools	Turrentine Middle	010394	Reading Grade 7	21.2	29.2	8.0	32.4	9.3
Alamance-Burlington Schools	Turrentine Middle	010394	Reading Grade 8	25.9	33.9	11.6	24.3	<5
Alamance-Burlington Schools	Turrentine Middle	010394	All Math	38.7	25.5	8.1	20.1	7.7
Alamance-Burlington Schools	Turrentine Middle	010394	Math Grade 6	39.8	21.2	8.0	21.5	9.5
Alamance-Burlington Schools	Turrentine Middle	010394	Math Grade 7	37.2	21.2	8.3	22.4	10.9
Alamance-Burlington Schools	Turrentine Middle	010394	Math Grade 8	39.2	33.9	8.0	16.3	<5
Alamance-Burlington Schools	Turrentine Middle	010394	All Science	27.1	16.4	10.4	37.1	9.0
Alamance-Burlington Schools	Turrentine Middle	010394	Science Grade 8	27.1	16.4	10.4	37.1	9.0
Alamance-Burlington Schools	Turrentine Middle	010394	All EOC	<5	7.6	10.1	64.6	16.5
Alamance-Burlington Schools	Turrentine Middle	010394	Math I	<5	7.6	10.1	64.6	16.5
Alamance-Burlington Schools	Walter M Williams High	010396	All Subjects	27.7	23.0	10.0	30.5	8.7
Alamance-Burlington Schools	Walter M Williams High	010396	All EOC	27.7	23.0	10.0	30.5	8.7
Alamance-Burlington Schools	Walter M Williams High	010396	Math I	26.0	22.7	13.0	30.2	8.2
Alamance-Burlington Schools	Walter M Williams High	010396	Biology	35.5	25.2	5.1	20.8	13.4
Alamance-Burlington Schools	Walter M Williams High	010396	English II	22.0	21.1	11.8	40.4	<5
Alamance-Burlington Schools	Western Alamance High	010400	All Subjects	22.0	21.9	12.1	35.9	8.1
Alamance-Burlington Schools	Western Alamance High	010400	All EOC	22.0	21.9	12.1	35.9	8.1
Alamance-Burlington Schools	Western Alamance High	010400	Math I	28.4	17.1	17.4	29.9	7.3
Alamance-Burlington Schools	Western Alamance High	010400	Biology	18.7	27.1	8.9	35.2	10.1
Alamance-Burlington Schools	Western Alamance High	010400	English II	18.8	21.1	10.2	43.1	6.7
